Review,Rating
"quaint cozy excellent location like european hotel, elevator tiny, room small clean sf want stay room, quiet no view, excellent location blocks chinatown block union square, staff nice helpful, want ice bring room, did not advantage complimentary wine, plenty cafes available, walgreen street, nice place staff wo n't break bank, consider visit,  ",3
"rex rocks hotel rex cool hotel conveniently located san francisco, great spot towners couoles want night away kids just hanging city, hotel affordably-priced n't worry getting soaked, vetry good experience end end, hearily recommend hotel rex,  ",5
"great hotel good location nice rooms nicely decorated room comfortable bed wifi nice bar enjoy complimentary glass wine, really nice hotel, location great close union square, lovely dinner aziza maroccan restaurant slanted door great went bike ride sausalito nice took boat, good restaurants sf, definately consider staying rex san francisco recommend friends,  ",5
"little gem super location went san francisco having lone traveller, travel agent assured like hotel enjoy going big chain normally do.the hotel clean comfortable safe secure, way making feel welcome home, standards high room clean, bed comfortable, business centre free excellent internet access, say excellent value money staff friendly extremely helpful, felt like family business genuine, thing let cafÄ breakfast time, need extra staff clear tables bring food, wait 20 minutes seated 3 tables just needed cleared, staff apologetic quick inside.i grateful travel agent right heart things easily able attractions great places meet wonderful locals,  ",4
"love rex, just returned 3 days rex husband teenage son, loved, location near chinatown union square perfect exploring city, room elegant large, rear hotel location quiet, staff helpful stay memorable, highly recommended,  ",5
"favorite hotel san fran hotel rex known orchard place stay visit san francisco, great european-style hotel friendly attentive courteous staff cleanliness hotel convenience location city, hotel years ago number 1 choice san francisco, love decor artsy fun rooms just right size feel comfortable home, afternoon wine-tasting lovely addition restaurant room service fabulous convenience, location n't better, located right main trolley lines powell walking distance union square shopping financial district, love hotel recommend highly, stay,  ",5
"just ok just returned 2 nt stay rex althought staff efficient courteous rooms small somewhat noisy street noise window air-conditioners.it centrally located shopping union square lacking amenities,  ",3
"romantic rex rex perfect hotel enjoy romantic anniversary, staff described previous reviews truly excellent, special room selected jazz music playing entered room gift card waiting acknowledge celebration, hotel character individual rooms lovely bar lounge enjoy free glass wine evening, stayed number sf hotels doubt best,  ",5
"wonderful hotel amazing staff ca n't beat location place right near shopping restaurants cable cars, room small clean not decorated cookie-cutter hotel room style, staff amazing really helpful friendly, better service hotel, noise street-facing tired walking hills did n't notice, highly recommend hotel definitely stay,  ",5
"hotel rex great choice, just returned 2 night stay beautiful boutique hotel rex san francisco, n't chosen better hotel, location perfect hotel heart union square, able catch cable car trolly bus 1 block door hotel.from moment reservations staff exceptional, individual staff member treated guests hotel, extremely attentive courtious way make sure happy, hotel immaculate, rooms spacious extremely comfortable tastefully decorated, quiet.we happy ended choosing hotel rex opposed bigger stuffier hotels city, head san francisco surely stay hotel rex,  ",5
"great union square boutique hotel stayed rex times year suited business pleasure travel, decor hotel 1920 literary salon lobby/bar area welcoming, complimentary wine served evening food bar adjoining restaurant good especially pre-theater meals, hotel staff warm professional, rooms small nicely decorated insulated noise adjacent rooms, union square just block half away nearest bart station 5 blocks away.say hi dave bar try signature drink rexmopolitan,  ",5
"friendly hotel great location, great hotel great location just union square, friendly staff clean pleasantly decorated rooms, room good size quite small, does boutique hotel feeling liked, free wine hour 5pm 6pm day did n't try, near lots shops restaurants, cable cars block away lots transport including bart airport streetcar fishermans wharf short walk away,  ",4
"great place service issue overall happy room price, clean pleasant, located day checking asked desk order taxi airport, said sure tells order city car taxi slightly cheaper, asked turns price 5 taxi caught hotel, clearly guy deal going car firm, said no wanted taxi, stage dismissed saying oh just outside.i needless it__Ç_é_ not money it__Ç_é_ principle, n't like lied enjoyable stay disappointing,  ",4
"sf home away home having gone times charming boutique hotel say lovely welcoming hotels america, like literary salon excellent wine bar restaurant room comfortable small large groups kept tip condition, staff n't better, recommend rex going san francisco visit, conveniently located near union square square shopping theatre opportunities, treat stay rex,  ",5
"rex rocks stayed family 1 parent 2 children 11 13, hotel clean presented rooms nice decoration small side.booked double double given 1 bedded room night, staff handled given free upgrade rest stay.good location near powell cable cars union square shops.would suit couple better family nicer touches adult oriented, art bar music room overall enjoyed stay return,  ",4
"great hotel-clean friendly staff took husband san francisco 65th birthday, booked hotel rex reading good reviews trip advisor not disappointed, staff helpful friendly, wine served evening reception good morning coffee delicious, room spacious clean hotel location served, wonderful trip definitely stay return sf, future trips certainly check sister hotels,  ",5
"hidden gem came town business expecting usual, boy surprised, staff knew 2nd day friendly help directions great neighborhood restaurant, rooms clean beautifully decorated reminded home, come,  ",5
"rex great san francisco great place stay san francisco especially love restored hotels eclectic sense decorating friendly members staff quick respond questions knowledgeable city room service breakfast perfect way yummy cinnamon roll french toast hot coffee delightful prompt service.we tickets production curran theater hotel just minutes walking distance hotel.a neat spot professional way,  ",5
"great room location service price recently stayed week march 12th loved hotel rex, queen room cozy comfortable, booked trip travelocity given larger quiter rooms check-in, location amazing, did n't car trip san francisco relying public transportation, n't better hotel, bus cable-car stops needed museums zoo exploratorium no 2 short blocks away, bart station 5 downhill blocks fairly easy catch cable-car uphill wanted way cable-car stop right corner street hotel rex opted walk home cheesecake factory way, hotel rex quiet, heard hotel guests outside noise occassional emergency vehicle maybe 2 3 entire stay, finally best map san francisco bought 4 5 free map provided check-in desk, definitely stay, great, note definitely recommend san francisco muni pass unlimited bus cable-car bart rides citypass plus admission san francisco attractions, saved bundle super convenient,  ",5
"super hotel great club atmosphere recently stayed hotel rex mar 2 7, nervous finding good hotel pan pacific changed hands year wanted new best hotel san francisco visits.any minor problems resolved quickly pleasant stay, hotel rex great hotel staff great especially people checked rhenan, room general dÄcor super clean service great, hotel rex exceeded expectations.we definitely recommend hotel rex friends know looking good hotel san francisco,  ",5
"san francisco charm stay san francisco frequently business, tried joie vivre hotels love old world charm elegance, rex great, small staff knows conviences needed i.e. restaurant lobby bar internet large clean rooms welcoming staff, right corner union square, stay want charm old san francisco,  ",5
"hotel rex hotel rex nice place small rooms average best, bathrooms small, leaky showers, location makes attractive, staff average best,  ",3
"happy customer rex proved great choice, location great staff helpful bed super comfortable, checked queen room turned handicap accessible, asked room available shower head standard height moved nice king room, decor room lobby newer nice, plan waiting elevator upper floor slow small no big deal.steps cable cars couple blocks union square china town.we loved rex,  ",4
"great customer service helpful friendly staff stayed hotel rex rooms clean neat hotel staff friendly helpful provide exceptional customer service, bathrooms nice size bedroom good size tv small, drawback soft bed linens, location perfect close, hotel good deal purchased buy 2 nights 3rd night free, recommend staying,  ",4
"great hotel value husband stayed hotel rex thanksgiving, chose hotel large great reviews got tripadvisor did not disappoint, location not beat, short blocks union square couple blocks chinatown, sorts public transportation just short walk, staff friendly room cute comforter little dirty sheets clean, importantly room quiet, husband light sleeper major plus, daily wine reception fun lot guests attend, loved definitely,  ",5
"fantastic location decor little tired room slightly small service excellent staff central location, staff welcoming extremely helpful, bar buzzy tasty snacks did n't eat restaurant hundreds restaurants close, great bar left hotel busy nights frequented locals conversation tourists, try cafe claude dinner 10 mins walk away class food service reasonable prices,  ",4
"10 points, 10 points hotel, lot people learn little bit hotel hospitality, information needed provided frond desk, lot great facilities bar internet studio art gallery, doing renovation elevators letter appologising signed gm know time going hotel, personal minibar wine reception bar free u lot travellers nice conversations,  ",5
"curate egg accepting centrally located elderly hotels san francisco going operate space constraints hotel huge problem, small elevator not actually used room service maids share ride virtually needs come hotel.the location means daylight premium hotel general lack direct light amplified earthy coloured decor presumably style sought, particularly pronounced stairs, no natural light artificial light not overly bright laid brown striped carpet makes difficult edge stair tread, elevator problem making recourse stairs descent floors frequent usual occurrence particular care taken.the room whilst generously proportioned quiet lacked daylight not brightly lit artificially, bit depressing, bathroom/ shower good old building, lack coffee/ tea making facilities not helpful particularly bar served dreadful coffee did n't dare ask tea helpful overly commission motivated no help cases, location good,  ",2
"hotel rex highly recommended stayed hotel rex pleasantly surprised hotel uniquely different gaudy flashy vegas-style chain hotels, hotel represented way regarded san francisco afar intimate romantic character charm, hotel restaurant called cafe andree revelation, food consistently magnificent breakfast lunch dinner, favorites grilled rib-eye steak grilled halibut crabcakes dulce leche creme brulee, presentation flavor superb, ambiance intimate safe, regard hotel rex san francisco nook away maddening crowd,  ",5
"home away home, hotel rex far best hotel san francisco, attended conference chose hotel rex home away home week, need great concierge ask bien, definitely best concierge far hospitality professionalism, free wine night library bar nice, staff nice helpful, did agree end stay hotel rex excellent home away home sallie leewermeridian ms,  ",5
"great boutique hotel looking small moderately priced hotel heart san francisco comparable staying good friends recommend rex, service pleasant smile, food drink fine free wine happy hour, oh yes forgot art work, tasteful fun,  ",5
"tripasaurus rex wife daughter longstanding tradition visiting san francisco days shopping theater eating holiday pleasure just christmas, live 35 miles city quite familiar hotels restaurants, tradition large suite bigger union street hotels hyatt st. francis cliff, year decided stay rex smaller euro-style french owned hotel arts/literature spin, not algonquin nyc venerable literarti haunt wow, great place, location perfect sight street act theater, valet parking reasonable efficient san francisco room cool, daughter college student gasped entering declared soooo like place stayed bologna cool correct ambiance significant price difference bologna room rate 4-times cost rex, rex equalled terms sophisticated magazines literature chic art work decor color schemes, staff attentive room service prompt food including onsite cafe andre terrific place dine grand, complimentary wine/apertif hour 5-6, sat library comfortable room fireplace books lots friendly guests, guests european chatted austrian woman french gentleman glass cabernet, time departed theater group expanded 7 exchanging email addresses, n't expect amenities health club jacuzzi, rex, bud expect experience charm classic european 3/4-star, unless wed hiltons holiday inns hyatts howard johnsons love quaint sophisticated hotel br,  ",5
"great boutique hotel, charming boutique hotel delightful moment arrival moment departure, easy car used valet car whisked away duration stay, hotel conveniently located walked, hotel european feel good design elements, color choices unusual elegant restful, painted lampshades gave halls rooms whimsical feel, room smallish not crowded crushed feeling, bath large vacant compared room, interior building quiet no view course views readily abundant city, liked wine lobby evening, lobby like private club nice inviting, stay hotel rex fact hotel,  ",5
"good value money wife stayed weekend shopping trip city satisfied, close union square shopping staff friendly helpful rooms good firm beds hot powerful showers, like rooms sf quarters tight especially bathrooms, caveat stayed room facing street night noise little disturbing, night doing street repairs hotel no control, overall good choice especially considering price,  ",4
"wonderful place wonderful place stay staff friendly helpful location wonderful powell not block away, rooms clean turn service aveda toiletries wonderfull quiet quaint hotel love stay,  ",4
"dreadful, stay, phone did not work, air conditioner did not work, tv remote did not work, smoking room, bartender exceptionally rude, waited hour room service, food nasty, drunk woman passed hallway not making, nicole desk unconcerned completely indifferent, bright spot john concierge desk, timely assistance great sense humor maid stay tolerable,  ",1
"rex place stay, girlfriend just got stay rex, live jazz free wine great amenities best place stay,  ",5
"rex king boutique hotels, love rex, staff desk restaurant friendly efficient, family staying nights received personalized service hotels san francisco stayed, high speed internet lobby great, lobby bar character live jazz friday nights, complaint white zone small park.anyway highly recommend boutique hotel, best city,  ",5
"rex hotel king stayed rex times staff friendly capable pleasure deal, great location edge union square theaters chinatown, no hills climb, rex funky fun n't miss afternoon wine hour, special feature suites floor, accomodate guest bedroom living room quite large, suite contains 1 1/2 baths certainly adds comfort, room computers printer rarely busy free,  ",4
"comfort 4 night stay hotel rex exceeded expectations, lowdown location perfect, rex close theater district union square remote n't feel like tourist, access cable cars buses great, major downtown sights easy walk, bart trains not far n't mind walking 4 blocks n't ton luggage recommend using bart rex airport.atmosphere polished serene european feel minus attitude, small immaculate room second floor completely silent absolutely no view really did n't care becase decor lovely fun, nice size bathroom, lucked window air conditioner not sure rooms this.service desk staff attentive hardworking, cafe andree great food surprisingly low prices, room service inexpensive, business center convenient no charge room promptly cleaned day.price 175 night booked rex website received voucher breakfast morning tickets asian art museum, worth no regrets.lastly not mistaken chain owns rex maintains headquarters directly street hotel, serves incentive hotel running smoothly sure working,  ",5
"charming hotel lovely staff charming hotel artsy interior located perfect town sightseeing, staff extremely helpful responsive, room lovely problem wall air conditioner did n't work low setting full-on cold air blast, room stuffy warm getting blasted cold air n't great, comfy bed loads amenities, definitely eat hotel cafe delicious high-end fare incredibly reasonable prices, loved stay come winter,  ",4
"hotel rex wonderful, husband wed october 16th flew san francisco honeymoon, thorough search perfect hotel complete kept coming hotel rex best choice not disappointed, desk helpful gave warm welcome, helped planning daily excursions, nightly wine tasting big list hotel night, late getting afternoon gave complimentary glass wine.the rooms quite plush turn service given evening, room service exceptional try grasslands buger, opportunity dine quaint bistro lobby, complaint no coffee maker room, restaurant buy coffee morning, think included stay, beautiful.also booking line ca n't king size bed, booked queen called rex upgrade, took care w/out glitch.we stay visiting, beware picketers streets, disgruntled hotel employees loudly picketing big hotels, told smaller hotels contracts booking,  ",5
"colourful comfortable stayed 4 nights september, good central location clean room not slightly slant, good bathroom, breakfast not complementary not comment, fast free internet study room ground floor, staff polite helpful, recommended,  ",4
"literary gem just returned home stay hotel rex, experience terrific, staff professional attentive experienced, hotel european literary feel great location just block half union square removed hubbub powell street, wife plan make hotel rex base future trips san francisco,  ",5
"best deal san fran reviews read right money, place fantastic, clean nicely decorated staff n't friendlier, n't stayed hotels san fran wo n't,  ",5
"great place business traveler, comfortable convenient quiet, love rex, travel sf business stay time, rooms comfortable just need traveling far home, afford king suite enjoy extra room quieter hotel, restaurant cafe andree excellent just eat lounge comfortable, excellent wine list, staff friendly knowledgeable way make stay comfortable possible, drawback n't gym site, purchase guest pass gym just doors,  ",5
"loved hotel rex recently stay sf business days referred hotel rex limo driver visiting sf previous trip, checked web site especially liked comments quiet hotel.upon stepping lobby immediately felt europe, decor tastefully rooms comfortable especially bed.i definately stay recommend friends co-workers,  ",5
"recently renovated hotel nice little hotel sutter/powell street union square area, lori diner corner walgreens street.the hotel recently completed renovation, lobby brand new comfortable, kiosks guests use free complimentary evening wine reception 5:30pm 6:30pm, fresh cookies served, daily passes club fitness center 1 block away 15.there 1 elevator hotel fairly quick, morning free continental breakfast served 7am coffee/water, choice yogurt muffin scone available, large tastey.the rooms smaller job, beds comfortable flat screen tv nice feature, nice cable channels, free wifi available rooms.bathrooms small clean, signs aging include cracked tiles paint peels scuffed furniture pieces overall fine couple nights.no restaurant room service hotel plenty restaurants nearby, check dotties true blue cafe best breakfast san francisco, enjoy,  ",3
"great location great city shame renovations stayed cartwright 6 nights, hotel great location union square chinatown cable cars fishermans wharf ferry building california line, got bart airport walked powell cases slight incline sutter, like reviews rooms small north american standards tiny bathrooms clean bed comfy, 7th floor n't hear construction noise lobby street noise night, renovations lobby noisy dusty, staff understandably not best moods daytime reno work parts lobby sectioned plastic sheeting, wine tasting evening did meet guests, stay rates good hotels check like chancellor orchard.tips muni pass best deal town, got 7 day pass 24 airport waiting cases, ride cable car street car bus, cable cars 5 ride money day two.on sundays 76 bus stops right outside cartwright sutter goes golden gate bridge, went bridge bus got walked, 76 runs 40mins past hour sundays holidays.also sundays golden gate park closed traffic.we went tours, day did shuttle bus tour booked ahead on-line, hour tour gives good overview san francisco, evening alcatraz tour booked on-line good, pre book alcatraz.finally thinking hiring car driving monterey carmel opted tour supersightseeing tours, bus driver herman entertaining plus knowledge, n't gained information,  ",3
"no breakfast just returned home san francisco stayed cartwright hotel 7 nights, mentioned reviews rooms small clean staff helpful great location, close cable cars chinatown union square, chose hotel reviews menioned good breakfast buffet, checking told no longer served breakfast, known chosen different hotel, renovation not complete walk workmen ladders smell paint strong lobby dust heavy times,  ",3
"fantastic stay, husband stayed cartwright business meeting, just come napa high expectations, certainly met, construction going really did n't feel bothered, loved wine hour evening sure hotel time, location hotel perfect husband meeting tons shopping restaurant hopping, whole-heartedly recommend cartwright hotel definitely plan coming,  ",5
"nice hotel great location, spent 4 days cartwright time san francisco wanted central, chose based trip advisor reviews.the hotel just union square great base travel city, 5-10 minute walk major shops bart station takes airport c30 min trip, cable cars taxis easy catch outside cartwright.some reviews said rooms really small, fine not huge not small, newly decorated clean, building work ongoing finish end march hotel staff said room away great, did n't problems noise builders did friendly courteous.the said hotel staff helpful, hotel provided basic free breakfast did free wine tasting thing evening got guests together.so really solid hotel unbeatable location,  ",5
"clean affordable charming stayed cartwright past monday night really nice, hotel undergoing renovations sure completed better, read reviews saw people commented rooms small, booked king deluxe room big fit king bed, fine, bathroom tight not bad, bed comfortable room clean, bathroom soaps cool lather products, got peer rooms suggest going king room 2 queen beds tended larger, room hotel did n't hear trolley powell quiet night, missed breakfast wine reception cookies unfortunately, price extras great place stay, pick trolley corner powell sutter buy tickets board 11 day pass worth sightseeing, 15-20 minutes fishermans wharf touristy spots,  ",4
"great hotel friendly staff husband spent 4 nights cartwright pleased accommodations, rooms small clean location wonderful, cable car stop right corner sutter powell half block away, hotel located nice area staff able provide stellar recommendations, serve continental breakfast morning wine afternoon, highly recommend,  ",4
"great hotel time san francisco chose cartwright location 1 block union square good reviews tripadvisor.have nothing bad say cartwright nice small hotel remodeled rooms, rooms average size bathroom small tiled clean, room facing street slept window open bothered noise, coffe maker room starbucks coffe nice woke really early jetlag.enjoyed free breakfast morning wine reception evening.the staff helpful around.if want stay nice n't pay brand good room resonable price hotel highly recomended,  ",4
"depending looking cartwright great horrible tv needs moved order open/close closet door, yikes,  ",3
"little gem great location price, rooms small price right rooms clean water hot breakfast delicious staff awesome, staff really went way help bus routes directions suggestions, let waste money cab showed easiest cheapest way places, breakfast wonderful just watch pushy guests,  ",4
"great hotel super staff, stayed hotels sf union sq area past 30 years cartwright best values seen, older thoroughly updated passable serve-yourself breakfast cook waffles choice hot cold cereals yogurts fruit teas starbucks coffee, rooms small big walk closet bathroom tub/shower good quality toiletries, free wifi strong signal 8th floor, complimentary wine tasting library afternoon, inexpensive valet self parking, helpful staff definitely stay future,  ",5
"noisy average hotel thought did homework planning sf 4 night stay chose wrong hotel wrong area.of course n't hotel fault n't expected area noisy/touristy single-paned windows checking politely requested quiet room, given room far end hallway usually good choice 706 direct view cable car tracks powell, night sleepless general street noise/sirens cable cars ready change hotels, instead asked moved quieter room opposite hotel did help, noise level street hallways/other rooms older property.both rooms quaint older hotel style size expected nicely decorated, bathrooms clean, shower did come expected older property.there good restaurants walking distance.we beds quite comfortable, liked blanket enfolded second sheet touched got nasty other-people-have-slept-here-and-touched-this feel.the staff not exceptionally friendly courteous, did pour wine freely friendly nightly reception breakfast expected continental fare bagels fruit yogurt, oh make-it-yourself waffles.all stayed union square area choose chain hotel good soundproofing,  ",2
"wonderful location lots extra value, great location lots extras, water bottles room complimentary, complimentary wine reception 5 6 pm night..great way meet guest parts world, like europeans staying complete continental breakfast helpful staff restaurants transportation, told staff worked 20 years, quite testament hotel/owners, small room hotel totally re-furbished 04 great bed linens small clean really need, 1/2 block union square street car line not ask 129.00 night, awesome,  ",5
"surprising treat spent weekend july 15/16 2006 cartwright hotel based purely recommendations read site, actually expecting like small older european hotel, cartwright amazing, small elegant pleasant staff knowlegable city, room small nicely appointed queen bed linens quality, no airconditioning temperatures sf rarely warrant open windows fresh air night 4th floor, wine hour afternoon gave opportunity meet guests share days adventures breakfast buffet adequate, walk half block powell st cable car usually crowded stop, sf taxi cabs clean reasonably priced usually came built tour guide unlike cities english optional business, cartwright definitely hotel choice return san francisco,  ",5
"sweet little hotel just loved hotel, 6th floor smallness room quite surprising huge walk-in cupboard soon lack space, cupboard contained fridge, decoration furnishings set romantic atmosphere bed fitted comfortable pillows, bathroom quite small plenty towels bath products really good quality, sadly water pressure varied toilet flush rooms water temperature remained constant bonus, hotel provided complimentary bottled water good quality numi tea pleasant contrast usual liptons, free wireless worked faultlessly, best thing hotel breakfast provided cerals oatmeal toast bagels waffles fruit eggs muffins range juices coffees/teas, staff members duty stopped helping people waffle makers providing additional napkins plates fruit, eating area decorated enhanced pleasantness hotel general, location hotel fantastic short walk station block cable car, cafe road nice dinner lunch coffees start 2.i look forward staying,  ",5
"good said previous posts small tasteful renovated rooms friendly staff ample breakfast wine tastings, hotel, lucky like price, location great close cable cars trains shops, try walk legion honour seal rocks lunch cliff house fantastic, san francisco new favourite city,  ",4
"lovely location stayed thanksgiving weekend, location close union square wonderful shopping expedition, hotel staff exceptionally friendly courteous, daughter birthday card dish fruit cheese sent room, nice surprise, partook wine tasting evening, nice relaxing way end day shopping prepare dinner, cookies beverages available younger crowd, note bathroom exceptionally small room small expected given boutique hotel san fran, true negative, yes return,  ",4
"perfect location location perfect, blocks cable cars muni transporation union square china town, area safe clean, took advantage public transporation, cable car stopped street hotel, bus line fishermans wharf blocks away union sq station transporation tickets ahead time, saves time money buying tickets, covers muni cable car transportation.the room small day touring wont problem, beds clean maid services clean room everyday.the hotel staff friendly free continental breakfast perfect saving money meals.check-in time 3pm early store bags hotel sights s.f.i recommend place friends family,  ",5
"nice little boutique hotel close shopping good comfortable beds cd player room free wireless internet, nice free breakfast waffles boiled eggs fruit toast oj great location shopping good service great price online travelzoo 75, nice lobby sitting room aveda bath products providedbad room small expected small not badother comments valet parking average price san francisco, good way go. room pretty clean. right price definitely stay here. walls hear people n't really problem,  ",4
"great little hotel heart union square stayed cartwright hotel april 9 15th, saw special posted travelzoo 75/night doing little research decided try, great, pros cons pros location ca n't stress great location hotel block union square added convenience walgreens street lori diner corner.courteous staff not professional quite funny personable.clean rooms small decorated clean.free breakfast nice selection cereals bagels waffles eggs, gets crowded 8:30am try early run tables chairs.toilettres provide aveda products whcih added bonus.free internet access available roomswine hour served day 5-6pm freeafternoon cookies baked fresh day nice treat.cons room size room bathrooms sizes small did not feel claustrophobicstreet noise stay facing powell street hear substaintial noise coming street cars vehicles, parking rent car difficult parking plenty public garages area.there minor issue point room stayed did not hair dryer odd, stayed standard queen size bed room 4 nights fiance company time upgraded suite located 8th floor facing sutter street, suite 3x size standard room huge poster bed separate sitting area, room felt real comfortable room did blow dryer.overall really enjoyed stay definitely stay,  ",5
"aloha san francisco wife just completed 4-night stay cartwright not pleased, coming hawaii understand aloha spirit not lightly, folks cartwright surely do.from moment checked time finally leave staff not helpful pleasant, room spotless quite adequate size, bed comfortable did n't want leave, location block union square clean add 1\2 block cable car stop excellent, wine reception evening great way mix choose just good start rest evening activities, wonderful string quartet entertaining friday, morning breakfast buffet organized adequate selections, relaxed enjoying themselves.there great restaurants block l'ottavo ristorante scala bistro really n't need car, took bart airport no problem, just short 4-block jaunt powell st. station hotel, need advice desk staff happy accomodate, general manager hands-on friendly real asset, just n't know wrong charming little gem, having spent month italy fall pretty good perspective cartwright comes smelling like rose,  ",5
"great hotel stayed cartwight nights march 2005.the hotel great position close downtown san francisco offer.the rooms little small hotel offers makes this.the breakfast good plenty food offer.all staff present hotel time stay pleasant helped various questions local buses trams etc.the hotel wine evening 5.00pm 6.00pm good time guests meet relaxed atmosphere enjoy good conversation.would recommend hotel going san francisco,  ",4
"great place decent rate arrived check room ready, clerk loved job showed, friendly chatted checked knew keys map city way drop luggage hit city, rooms small comfortable, comparison not smaller size westin block fraction price, note no a/c sf generally not issue, not upscale price guests upscale mix business vacation travelers, decent breakfast provided available 9:00 sharp week, snooze loose, good location union square 4 blocks bart,  ",5
"readers reported just returned 3 nights cartwright readers reported, clean exceptionally pleasant helpful staff great location..and extended buffet breakfast important plus.it certainly best bargains san francisco,  ",5
"fine hotel fine location cartwright just blocks union square theaters shopping nearby, standard rooms bathrooms tiny nicely appointed maintained, parking commercial lot block half away validated hotel 25 night, decent self-service breakfast complimentary,  ",4
"small touches make hotel speacial cartright hotel small little touches set apart hotels, happy hour complimentary wine freshly baked cookies afternoon free free tea coffee 24 hours not mention good breakfast provide complimentary yummy waffle machine sweet tooth, hotel definitely worth staying, rooms small cosy beds comfortable, room stayed great walk robe fantastic lot luggage, bathroom tiny really spend small time day, hotel hidden treasure,  ",5
"small gem san francisco great, rooms small clean cozy, toiletries line, complimentary bottled water available room coffee maker coffee, nice continental breakfast, lobby clean elegant, great staff attentive knowledgeable city restaurants, centrally located, definitely stay,  ",5
"mislead website having perused internet pictures thought cartwright looked like charming rustic hotel nice location, unfortunately pictures did not convey hotel construction rooms tiny bathroom barely left room stand walls sadly need new paint rooms hallways worst elevator not operational apparently way months not repaired months, climbing treacherous stairs flights suitcases did n't need gym, just know claim discount gym block away false, gym charges day hotel discounted rate, walking hallway reminded ghetto fine hotel, good luck plan stay bet good reviews hotel management,  ",1
"cool knew san francisco arrived cool damp room stay 4 years ago, charming antique type decor mismatched furniture completely comfortable especially n't temperature controls way sompletely close bathroom window vents outside, spooky hallways exposed ceiling pipes, nice continental breakfast offerings, great location long n't look tenderloin area, great deal booking expedia better,  ",3
"closet sized rooms good location stayed sept 2003. photos not entirely correct, thought viewing pictures getting nice comfy victorian room, given room size closet horrible view door building roof, noisy n't room door open, bathroom ity bity, okay place stay night planning making vacation hotel want look, plus trolly line block away literally 3 blocks shops union square, just beware small closet rooms, oh parking 30 block, better unload stuff hand holding roller suitcase dear life hills,  ",2
"underwhelming no reason stay stayed clift hotel onsite wedding, night stay.overall pretty underwhelming experience, expected room bathroom small, bathroom little countertop space shower pressure uneven, room limited space king sized bed, modern design just felt dated, bed comfortable, average number tv channels, noise problem, hear music room nights, did n't like having present key hotel night, bar packed wanted hang decided skip, btw did couple free cocktail coupons check-in.in summary pretty dated hotel fails hip, n't stay unless, prefer st. regis seasons sure,  ",2
"great choice discounted rates available just love morgans hotel group stayed hotels, decided sf extended weekend knew try clift, hotel kind hip downtown just steps away union square, lobby bar try cucumber cooler, interior general stylish expected, rooms tend small booked superior room hotels.com competitive rate half price clift asked online, room roomier bathroom joke hardly sit toilet squeezing wall sink, room clead quiet, restaurant asia cuba excellent waiter recommended just order 3 appetizers wife right way hunger resonable fare, not cheaper hipper le colonial ate night, come clift,  ",4
"loved place, clift favorite hotels, modern boutique hotel attitude, room clean comfortable hotel great fitness center restaurant bar hotel, hung bar couple times great place grab drink dessert, hotel central area blocks union square great love walk, 15-25 minute walk neighborhoods hotel, minus n't coffee maker room bed n't comfortable n't hold staying,  ",4
"clift equals elegance personal service clift hotel truly knows provide luxurious comfort superior service serve, attitude seasoned world-wide traverlers business pleasure wife tremendioulsy impressed facility people service, 5-night stay clift san francisco vacation memorable time.the room exceptionally clean perfect ambiance.the restaurant food simply delicious no need eat doormen greeted courtesy name.the concierge provided service belief.the desk personnel friendly helpful knew arrived check-in return clift hotel, count, stay no place san francisco, mr. mrs. r.l, shangle,  ",5
"worst hotel experience memory checking room 610 smelled strongly cigarette smoke fiancee allergic reaction did not sleep night, spoke john manager duty not fix problem according hotel completely sold able moved room day, bathroom tiny room far expectations hotel price point, bathroom poorly maintained caulking tile loose moldy shower head intense not shower extreme discomfort pressure water, furthermore ipod dock not functioning.the following morning requested received larger room 1225, room larger standards, smelled stale cigarette smoke not horribly previous room, cigarette burns carpet room non smoking, felt no rooms did not smell like smoke settled room.after 1225 night received notice checking day door check day, return desk resolve problem.during stay wait staff restaurant extremely inattentive aloof, service received worst restaurant service received, overall staff pleasant not friendly did not remember not welcoming, fiancee not stay clift advise,  ",1
"funky quiet great location booked travelzoo got super deal nights half price regular rate, aware poor staff reviews pleasantly surprised extremely helpful friendly ready smile greeting, not dressed match decor feel runners jeans, surprised mix guests europeans families business travelers yuppies not stylin__Ç urbanites.i surprised size room visiting teeny tiny rooms hudson, nicely quiet comfy linens pillows great light blocking drapes, picky carpet stains tv small rarely breakfast buffet weak didn__Ç_é_ vouchers felt quite ripped overall really enjoyed funky lobby different seating areas location great blocks trolleys bart service great price right, absolutely stay time,  ",5
"lost reservation staff not apologetic case hotel thinks cool worry customer service, booked night stay specifically come redeye japan check room early, ths know travel agency amex good making sure work, desk informed deemed no-show night, charged room rate, told reservation canceled sold second night wow major surprise, course ca n't believe hearingafter conversation comes manager says actually rooms night rate 60 higher reservation, actually straight face indicates happy accommodate higher rate, not imagine outrageous thing, resold room want charge higher rate.here happy ending, amex gets line hotel good recording conversation amex specifically notified arriving early morning, course honor room rate.what worst, not sorry manager, got free breakfast desk staff,  ",1
